ID,gl_s_dga_ga_tot_n_none_c_c,gl_s_dga_ga_tot_s_none_c_c,gl_s_dga_gta_tot_n_none_c_c,gl_s_dga_gta_tot_s_none_c_c,gl_s_dga_rgla_tot_n_none_c_c,gl_s_dga_rgla_tot_s_none_c_c,gl_s_dga_gwe_tot_n_none_c_c,gl_s_dga_gwe_tot_s_none_c_c,gl_s_dga_gtwe_tot_n_none_c_c,gl_s_dga_gtwe_tot_s_none_c_c,gl_s_dga_rglwe_tot_n_none_c_c,gl_s_dga_rglwe_tot_s_none_c_c,gl_s_dga_galt_mean_n_none_c_c,gl_s_dga_galt_mean_s_none_c_c,gl_s_dga_gtalt_mean_n_none_c_c,gl_s_dga_gtalt_mean_s_none_c_c,gl_s_dga_rglalt_mean_n_none_c_c,gl_s_dga_rglalt_mean_s_none_c_c
3815001,0,2529990,1977,1763724,1295844,4888772,0,58028494,5189,17632189,8029723,35495781,0,5118,4832,5011,4410,4315
3815002,0,2529990,1977,1763724,1295844,4888772,0,58028494,5189,17632189,8029723,35495781,0,5118,4832,5011,4410,4315
3820001,0,5385519,139125,4209352,8677144,18896483,0,127829563,1018361,40769100,70438177,167230455,0,5144,5297,5133,4467,4389
3820002,0,5385519,139125,4209352,8677144,18896483,0,127829563,1018361,40769100,70438177,167230455,0,5144,5297,5133,4467,4389
3820003,0,5385519,139125,4209352,8677144,18896483,0,127829563,1018361,40769100,70438177,167230455,0,5144,5297,5133,4467,4389
3825001,0,5385519,139125,4209352,8677144,18896483,0,127829563,1018361,40769100,70438177,167230455,0,5144,5297,5133,4467,4389
4301002,0,2879759,57317,585793,2546995,9221922,0,70626547,271294,5239881,26517149,100295177,0,4884,5531,5251,4564,4412
4302001,0,0,0,184194,0,511276,0,0,0,1483721,0,4092811,0,0,0,4789,0,4313
4308001,0,3259122,57317,1002251,5882818,16794168,0,77287607,271294,7985860,57004420,168413735,0,4995,5531,5134,4503,4378
4311001,0,0,0,4128,1937029,3285139,0,0,0,26250,22791492,29054070,0,0,0,4969,3998,4041
4313001,0,0,1840,96122,3098764,4833069,0,0,4706,551437,26911955,50437561,0,0,4432,4820,4224,4069
4314002,0,0,1840,100250,5035793,8287791,0,0,4706,577687,49703447,80629279,0,0,4432,4826,4137,4059
4320001,0,3259122,59157,1102501,10918612,25081959,0,77287607,276001,8563547,106707867,249043014,0,4995,5497,5106,4334,4272
4323001,0,3259122,59157,1102501,10918612,25081959,0,77287607,276001,8563547,106707867,249043014,0,4995,5497,5106,4334,4272
4501001,0,2248754,0,299552,2046589,10912267,0,54592345,0,1814052,19506994,122264210,0,4746,0,4754,4197,4100
4503001,0,2250016,0,299720,2047676,11310807,0,54623024,0,1815073,19517457,124531061,0,4746,0,4754,4197,4092
4511002,0,0,0,0,0,1542295,0,0,0,0,0,9542633,0,0,0,0,0,3789
4512001,0,0,0,0,179766,13693,0,0,0,0,1527652,46408,0,0,0,0,3525,3599
4513001,0,0,0,0,179766,1556781,0,0,0,0,1527652,9593941,0,0,0,0,3525,3787
4514001,0,0,0,0,639490,1673333,0,0,0,0,5827919,11205046,0,0,0,0,3887,3652
4515002,0,0,0,0,639796,1674156,0,0,0,0,5830699,11210570,0,0,0,0,3887,3652
4520001,0,0,0,0,350807,4683368,0,0,0,0,2432348,42080950,0,0,0,0,4050,3918
4522002,0,0,0,0,411343,6336725,0,0,0,0,2780956,53926948,0,0,0,0,4042,3886
4523002,0,0,0,0,1230905,9567662,0,0,0,0,10139307,74731460,0,0,0,0,3886,3829
4530001,0,0,0,0,977033,259072,0,0,0,0,12790623,1829976,0,0,0,0,3621,3587
4531002,0,0,0,0,977033,259072,0,0,0,0,12790623,1829976,0,0,0,0,3621,3587
4532001,0,0,0,0,0,86994,0,0,0,0,0,447901,0,0,0,0,0,3644
4533002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4537001,0,0,0,0,977033,346066,0,0,0,0,12790623,2277877,0,0,0,0,3621,3601
4558001,0,2250016,0,299720,4255614,21224535,0,54623024,0,1815073,42447386,201540397,0,4746,0,4754,3975,3965
4703002,0,0,0,5290,694182,4951111,0,0,0,19726,6077070,37369794,0,0,0,4955,4049,3885
4704001,0,0,0,0,287400,2761678,0,0,0,0,1727511,21932589,0,0,0,0,3828,3737
4704002,0,0,0,0,287400,2284293,0,0,0,0,1727511,19261705,0,0,0,0,3828,3739
4711001,0,0,0,5293,981952,7715286,0,0,0,19736,7807844,59321299,0,0,0,4955,3984,3832
4712001,0,0,0,0,193833,1545458,0,0,0,0,1410352,10247322,0,0,0,0,3867,3794
4714001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4716004,0,0,0,5293,1175784,9260744,0,0,0,19736,9218197,69568621,0,0,0,4955,3965,3826
4721001,0,0,0,0,723878,2116572,0,0,0,0,5846348,18959560,0,0,0,0,3656,3567
4723001,0,0,0,0,758205,2315118,0,0,0,0,6007882,19960494,0,0,0,0,3662,3573
4726001,0,0,0,0,758205,2315118,0,0,0,0,6007882,19960494,0,0,0,0,3662,3573
4730001,0,0,0,5293,1933990,11575862,0,0,0,19736,15226079,89529115,0,0,0,4955,3846,3775
4810001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4810005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4810006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100001,0,0,0,0,0,62346,0,0,0,0,0,290900,0,0,0,0,0,3362
5101001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5110002,0,0,0,0,0,62346,0,0,0,0,0,290900,0,0,0,0,0,3362
5120001,0,0,0,0,0,62346,0,0,0,0,0,290900,0,0,0,0,0,3362
5200001,0,0,0,0,19152,294757,0,0,0,0,73167,1848773,0,0,0,0,3588,3643
5221002,0,0,0,0,19152,294757,0,0,0,0,73167,1848773,0,0,0,0,3588,3643
5320001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5401003,9405161,13636340,566442,504797,9963549,4328032,404883482,421510894,5191833,5130691,170264006,37436493,4554,3954,4251,4167,3971,3755
5402001,23515369,4712796,166801,2129782,9218654,8566927,1563304402,116493122,1961016,26152203,108205129,77794087,4031,4236,4566,4217,4069,3779
5402015,1717714,1911291,164523,1353383,8419205,7625276,41160341,52501418,1942386,16984803,101071827,69375044,4352,4214,4569,4287,4072,3782
5403002,32920530,22618036,877111,3259324,19778591,17137841,1968187884,689577959,8902894,39588092,284079892,157334208,4180,3988,4280,4194,4020,3751
5406001,32920530,22618036,877111,3259324,21088175,19036845,1968187884,689577959,8902894,39588092,295516750,169556204,4180,3988,4280,4194,3995,3732
5410002,32920530,25606731,880160,3661499,37529424,43843421,1968187884,766454553,8912232,44052458,501954800,442962173,4180,3985,4282,4214,3996,3753
5410005,32920530,25606731,880160,3661499,37529424,43843421,1968187884,766454553,8912232,44052458,501954800,442962173,4180,3985,4282,4214,3996,3753
5411001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5414001,0,0,0,0,2232347,13473091,0,0,0,0,20539399,144373133,0,0,0,0,3887,3778
5421002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5423003,32939834,25621921,880680,3663578,39952707,59893848,1969341490,766908739,8917477,44077383,523887369,611704551,4180,3985,4282,4214,3988,3738
