gauge_id,p_mean_cr2met_1979_2010
8220010,3.15525727420355
8304001,6.62585612409873
8307002,5.4512694428679
8308000,5.54292276282653
8312000,5.77301835961425
8312001,5.787793891257
8313000,6.64542875921204
8313001,5.83525559104307
8316002,6.10529009035767
8317001,5.88354545675181
8317002,6.48378133703022
8317004,5.87018977454641
8317005,5.87679164748321
8319001,5.83147896041025
8323001,5.17018811625844
8323002,5.72213010146188
8324002,3.34746556676097
8330001,5.75882624269312
8332001,6.44412752165183
8334001,5.5864330592871
8342001,6.90434200223017
8343001,5.29808709433062
8351001,6.55931196375424
8356001,3.30852662339284
8358001,4.05802050462375
8362001,5.33096886897236
8366002,3.30665353713398
8372002,6.192831742544
8376001,5.89026383855094
8380001,5.71703769016551
8380006,5.71703769016551
8381003,5.54190959715277
8383001,5.26099192447354
8393002,3.35724571698919
8394001,4.96589321526906
8700002,5.52124206139492
8700003,4.90907227619312
8720001,4.93095498259738
8820001,5.28507294776764
8821001,5.26496586013288
8821002,4.78456380717943
8821003,3.40844504745378
8821006,4.61004335014306
8822002,4.08221362909668
8910001,3.78400988714237
9101001,3.80068072022696
9101002,3.81492086063966
9102001,3.22838649174699
9104001,4.90608215659787
9104002,4.75674807193166
9106001,5.17297676252062
9107001,4.24994572155172
9113001,3.61851983985688
9116001,3.67210078642805
9122002,8.42398004440366
9123001,7.52842587799986
9126001,6.36019978255146
9127001,5.41889778228406
9129002,6.07017449023688
9131001,7.01113398524477
9134001,5.96042000594993
9135001,5.47116989286922
9140001,5.39746870497392
9400000,6.59685544482379
9402001,6.54913243281681
9404001,6.4300326955137
9405001,7.33410414513122
9412001,8.9430814621107
9414001,7.8478338910357
9416001,7.37632826119853
9420001,7.66981369850416
9423001,7.52421131048978
9433001,5.14071328971145
9434001,5.15016610316031
9436001,4.96664328781725
9437002,6.51138307011371
10100002,6.74183708575752
10100006,6.51206050055399
10102001,8.74992096000702
10111001,7.85372416525549
10121001,4.40132670950211
10122001,7.10664317696463
10122003,7.1510391773121
10133000,6.04982347200486
10134001,5.81247217044836
10137001,4.93234493251712
10140001,5.25999845894706
10142003,5.75311205401744
10304001,8.42426653951595
10305001,8.68984926469051
10306001,9.34396330971477
10311001,7.57125208169871
10313001,4.44122946443087
10322003,10.7669303432818
10327001,6.36772924071735
10328001,7.63096567770722
10340001,7.70614149619333
10343001,7.37683402136626
10343002,6.2140593307111
10344003,6.4580547970169
10344004,6.709576892529
10351001,4.24870949496847
10356001,4.28841092098167
10362001,4.44080140641284
10363002,4.11955702738351
10364001,5.09789802826683
10401001,5.82312789331366
10405002,5.73211433087873
10405005,6.39733792720853
10411002,5.45901553871226
10414001,5.82459292150393
10431000,9.37417107912101
10431001,8.78548246392783
10432002,8.41925033254893
10432003,7.75032294343056
10440000,8.84987650332042
10503001,5.55789057141053
10514001,6.98409421743242
10520001,6.4485760324771
10523002,6.50779748942335
10701002,8.10142981573526
10702002,4.74626368135853
10704002,5.11911178377591
11020004,4.86441878083183
11040001,5.38526904453358
11130001,9.43143303374569
11141001,1.60816669618894
11143001,2.62883124511942
11143002,3.60600937520253
11147001,5.34240577648145
11147002,7.46513738265465
11302001,2.1165852357169
11307001,3.63276473867427
11308001,3.73523663273905
11310001,1.29067758616576
11310002,1.543150171609
11310003,1.87929346556417
11312001,2.01039997942104
11315001,4.18340790724033
11316001,1.98438244262412
11317001,2.0018241917518
11335002,5.59687664416029
11337001,6.43003806655904
11342001,3.98439171794885
11405001,9.99099572052961
11500002,7.67868438925036
11505001,3.95253099653234
11514001,6.58968128195204
11520002,1.15929306226663
11521001,1.36398091087021
11530000,2.56913573911369
11532000,5.93147511232835
11536001,1.07178793209545
11536004,2.64976416495191
11542001,2.38242745109839
11545000,2.47284217459762
11701001,2.10191481831305
11710000,2.68296114696214
11711000,2.81620239807567
12280002,2.73048056955053
12284002,0.758391221226907
12284003,0.59947945329334
12284005,1.08201825823714
12284006,1.27655476906625
12284007,0.853441988479559
12285001,1.68089393210927
12285003,1.89035115619061
12286002,4.1826952933426496
12287001,4.93895813507435
12288002,6.52943450299158
12288003,4.13356785627615
12288004,6.42494610098125
12289001,2.24278970469284
12289002,1.22145089388847
12291001,2.59649866203922
12400003,1.57940087348529
12400004,1.81155793033465
12448001,2.58631329403284
12452001,2.0861307486159
12561001,1.3906556875183
12563001,2.43536351138692
12582001,2.05583884472091
12585001,1.71982388913555
12586001,1.44173792974392
12600001,2.41057867361872
12622001,1.33510573366183
12660001,0.578229347959309
12802001,0.96479241102462
12805001,1.0957051560991
12806001,1.07244663086615
12820001,1.69027381678847
12825002,1.02803181231379
12861001,0.738494007089373
12863002,0.768977972827436
12865001,1.04642481312117
12872001,1.03942539111719
12876001,1.89338750167443
12876004,1.38235345069456
12878001,1.44123626091014
12930001,1.42777461174938
